subject  sessionIndex  rep              H.h           DD.h.e           UD.h.e              H.e           DD.e.s           UD.e.s              H.s           DD.s.t           UD.s.t              H.t           DD.t.e           UD.t.e            H.e.1           DD.e.r           UD.e.r              H.r      DD.r.Return      UD.r.Return         H.Return
   s053             4    9           0.1032           0.0725          -0.0307           0.0966           0.0895          -0.0071           0.0605           0.0866           0.0261           0.0625           0.0718           0.0093           0.0945           0.0802          -0.0143           0.0745           0.0538          -0.0207           0.1177
   s053             4   10           0.1002           0.0540          -0.0462           0.0826           0.0856           0.0030           0.0517           0.0678           0.0161           0.0610           0.0703           0.0093           0.1008           0.0818          -0.0190           0.0842           0.0662          -0.0180           0.0958
   s053             4   11           0.0897           0.0838          -0.0059           0.0665           0.3561           0.2896           0.0565           0.0947           0.0382           0.0554           0.0929           0.0375           0.0953           0.0784          -0.0169           0.0676           0.0768           0.0092           0.1082
   s053             4   12           0.1124           0.0799          -0.0325           0.0820           0.1504           0.0684           0.0681           0.1079           0.0398           0.0557           0.0795           0.0238           0.1053           0.0778          -0.0275           0.0819           0.0848           0.0029           0.1024
   s053             4   13           0.1000           0.1063           0.0063           0.0844           0.1114           0.0270           0.0712           0.0875           0.0163           0.0615           0.0818           0.0203           0.1064           0.0755          -0.0309           0.0945           0.0525          -0.0420           0.1142
   s053             4   14           0.0905           0.0477          -0.0428           0.1053           0.0995          -0.0058           0.0890           0.0937           0.0047           0.0562           0.0858           0.0296           0.0863           0.0668          -0.0195           0.0902           0.0603          -0.0299           0.1061
   s053             4   15           0.0992           0.0762          -0.0230           0.0836           0.1056           0.0220           0.0588           0.0701           0.0113           0.0607           0.0847           0.0240           0.1053           0.0739          -0.0314           0.0860           0.0622          -0.0238           0.1422
   s053             4   16           0.0937           0.0691          -0.0246           0.0857           0.0971           0.0114           0.0599           0.0741           0.0142           0.0588           0.0805           0.0217           0.0819           0.0697          -0.0122           0.0840           0.0483          -0.0357           0.1148
   s053             4   17           0.0990           0.0588          -0.0402           0.0710           0.2805           0.2095           0.0343           0.1690           0.1347           0.0472           0.0736           0.0264           0.1005           0.1019           0.0014           0.0607           0.1229           0.0622           0.1190
   s053             4   18           0.0982           0.0912          -0.0070           0.0980           0.0914          -0.0066           0.0787           0.0887           0.0100           0.0578           0.0747           0.0169           0.1190           0.0699          -0.0491           0.0940           0.0773          -0.0167           0.1124
   s053             4   19           0.1058           0.0646          -0.0412           0.0849           0.0908           0.0059           0.0844           0.0947           0.0103           0.0860           0.0926           0.0066           0.1103           0.0805          -0.0298           0.0971           0.0912          -0.0059           0.1208
   s053             4   20           0.1013           0.0514          -0.0499           0.1100           0.1225           0.0125           0.0903           0.0667          -0.0236           0.0753           0.0988           0.0235           0.0961           0.0623          -0.0338           0.1090           0.0997          -0.0093           0.1076
   s053             4   21           0.1074           0.0738          -0.0336           0.0813           0.0869           0.0056           0.1203           0.0949          -0.0254           0.0805           0.0786          -0.0019           0.1262           0.0890          -0.0372           0.0966           0.0670          -0.0296           0.1324
   s053             4   22           0.1035           0.0770          -0.0265           0.0784           0.0885           0.0101           0.1217           0.1039          -0.0178           0.0935           0.0935           0.0000           0.0987           0.0712          -0.0275           0.1164           0.1325           0.0161           0.1269
   s053             4   23           0.1084           0.1036          -0.0048           0.0965           0.1024           0.0059           0.0974           0.0854          -0.0120           0.0671           0.0808           0.0137           0.1031           0.0791          -0.0240           0.0987           0.1359           0.0372           0.1037
   s053             4   24           0.1408           0.0764          -0.0644           0.0812           0.0897           0.0085           0.0504           0.0686           0.0182           0.0699           0.0755           0.0056           0.1074           0.0897          -0.0177           0.0876           0.0979           0.0103           0.1292
   s053             4   25           0.0863           0.0598          -0.0265           0.0769           0.0627          -0.0142           0.1135           0.1047          -0.0088           0.0605           0.0816           0.0211           0.1008           0.0776          -0.0232           0.0791           0.0867           0.0076           0.1198
   s053             4   26           0.1169           0.1060          -0.0109           0.0789           0.0806           0.0017           0.1243           0.1023          -0.0220           0.0805           0.0892           0.0087           0.0989           0.0881          -0.0108           0.0770           0.0648          -0.0122           0.1221
   s053             4   27           0.1010           0.0751          -0.0259           0.1251           0.1201          -0.0050           0.1246           0.1155          -0.0091           0.0787           0.0940           0.0153           0.1138           0.0987          -0.0151           0.0882           0.0588          -0.0294           0.1364
   s053             4   28           0.1092           0.1131           0.0039           0.0907           0.0979           0.0072           0.0856           0.0720          -0.0136           0.0740           0.0856           0.0116           0.1296           0.0984          -0.0312           0.0945           0.0541          -0.0404           0.1461
   s053             4   29           0.1058           0.0625          -0.0433           0.0942           0.0980           0.0038           0.1092           0.0822          -0.0270           0.0639           0.0795           0.0156           0.1227           0.0707          -0.0520           0.1122           0.0873          -0.0249           0.1211
   s053             4   30           0.1003           0.0786          -0.0217           0.0823           0.1032           0.0209           0.0513           0.0393          -0.0120           0.0837           0.0927           0.0090           0.1150           0.0849          -0.0301           0.0922           0.0794          -0.0128           0.1227
   s053             4   31           0.1016           0.1076           0.0060           0.0852           0.0998           0.0146           0.1119           0.0896          -0.0223           0.0639           0.0877           0.0238           0.0943           0.0660          -0.0283           0.0977           0.0963          -0.0014           0.1113
   s053             4   32           0.1087           0.0896          -0.0191           0.0884           0.1199           0.0315           0.1188           0.0865          -0.0323           0.0549           0.0787           0.0238           0.1095           0.0847          -0.0248           0.0712           0.0725           0.0013           0.1311
   s053             4   33           0.1184           0.1342           0.0158           0.0733           0.0375          -0.0358           0.1085           0.0870          -0.0215           0.0903           0.0922           0.0019           0.1071           0.0889          -0.0182           0.0863           0.0461          -0.0402           0.1443
   s053             4   34           0.1100           0.0896          -0.0204           0.1195           0.1207           0.0012           0.1501           0.0944          -0.0557           0.0696           0.0609          -0.0087           0.1369           0.1150          -0.0219           0.0834           0.0604          -0.0230           0.1203
   s053             4   35           0.1108           0.1121           0.0013           0.0842           0.0753          -0.0089           0.0923           0.0944           0.0021           0.0536           0.0768           0.0232           0.1121           0.0704          -0.0417           0.0905           0.0928           0.0023           0.1332
   s053             4   36           0.1063           0.1313           0.0250           0.0939           0.1713           0.0774           0.1726           0.1503          -0.0223           0.0874           0.0708          -0.0166           0.1341           0.1058          -0.0283           0.0735           0.0631          -0.0104           0.1638
   s053             4   37           0.0903           0.0725          -0.0178           0.0695           0.1255           0.0560           0.1155           0.1062          -0.0093           0.0620           0.0781           0.0161           0.1061           0.0836          -0.0225           0.0777           0.0568          -0.0209           0.1453
   s053             4   38           0.1056           0.0551          -0.0505           0.1273           0.0685          -0.0588           0.0987           0.1150           0.0163           0.0644           0.0810           0.0166           0.1134           0.0944          -0.0190           0.0702           0.0720           0.0018           0.1145
   s053             4   39           0.1087           0.0991          -0.0096           0.1161           0.1882           0.0721           0.1309           0.0894          -0.0415           0.0748           0.0734          -0.0014           0.1267           0.1035          -0.0232           0.0763           0.0717          -0.0046           0.1420
   s053             4   40           0.1169           0.1353           0.0184           0.1169           0.2093           0.0924           0.1042           0.1060           0.0018           0.0697           0.0792           0.0095           0.1018           0.0881          -0.0137           0.0839           0.0416          -0.0423           0.1462
   s053             4   41           0.1142           0.0941          -0.0201           0.0753           0.0439          -0.0314           0.0964           0.0881          -0.0083           0.0663           0.0940           0.0277           0.0924           0.0649          -0.0275           0.0797           0.0567          -0.0230           0.1150
   s053             4   42           0.1026           0.0577          -0.0449           0.0913           0.1151           0.0238           0.1443           0.1334          -0.0109           0.0652           0.0927           0.0275           0.1064           0.0586          -0.0478           0.0998           0.0710          -0.0288           0.1187
   s053             4   43           0.0985           0.0575          -0.0410           0.0985           0.2318           0.1333           0.0789           0.1108           0.0319           0.0557           0.0768           0.0211           0.1071           0.0686          -0.0385           0.1047           0.0859          -0.0188           0.1177
   s053             4   44           0.1209           0.0699          -0.0510           0.0982           0.1212           0.0230           0.1053           0.0830          -0.0223           0.0571           0.0830           0.0259           0.1026           0.0646          -0.0380           0.0930           0.0889          -0.0041           0.1172
   s053             4   45           0.1088           0.1076          -0.0012           0.1101           0.1136           0.0035           0.1172           0.0965          -0.0207           0.0660           0.0914           0.0254           0.0995           0.0633          -0.0362           0.0811           0.0770          -0.0041           0.1193
   s053             4   46           0.1108           0.0875          -0.0233           0.0552           0.1215           0.0663           0.0683           0.0807           0.0124           0.0575           0.0807           0.0232           0.1050           0.0678          -0.0372           0.0834           0.1058           0.0224           0.1024
   s053             4   47           0.0989           0.2895           0.1906           0.0538           0.1182           0.0644           0.0797           0.1198           0.0401           0.0544           0.0874           0.0330           0.1145           0.0873          -0.0272           0.0747           0.1137           0.0390           0.1082
   s053             4   48           0.0892           0.0730          -0.0162           0.0441           0.1217           0.0776           0.1184           0.1202           0.0018           0.0623           0.1177           0.0554           0.0786           0.0712          -0.0074           0.0842           0.1161           0.0319           0.0939
   s053             4   49           0.1137           0.0775          -0.0362           0.0443           0.0974           0.0531           0.1034           0.0957          -0.0077           0.0665           0.1032           0.0367           0.0890           0.0660          -0.0230           0.0903           0.0884          -0.0019           0.1184
   s053             4   50           0.1092           0.1020          -0.0072           0.0647           0.1133           0.0486           0.1018           0.1223           0.0205           0.0934           0.1372           0.0438           0.0749           0.0821           0.0072           0.1074           0.4381           0.3307           0.1351
   s054             1    1           0.0984           0.3663           0.2679           0.1578           0.1043          -0.0535           0.1433           0.2691           0.1258           0.0818           0.2282           0.1464           0.1375           0.1029          -0.0346           0.0752           0.3420           0.2668           0.1469
   s054             1    2           0.0868           0.1240           0.0372           0.1474           0.0847          -0.0627           0.1329           0.2935           0.1606           0.0770           0.2092           0.1322           0.1032           0.0612          -0.0420           0.1006           0.1915           0.0909           0.1071
   s054             1    3           0.0958           0.1063           0.0105           0.1311           0.0924          -0.0387           0.1071           0.2281           0.1210           0.0784           0.1976           0.1192           0.0995           0.0702          -0.0293           0.0929           0.2337           0.1408           0.1277
   s054             1    4           0.0855           0.1656           0.0801           0.0868           0.2551           0.1683           0.1258           0.2945           0.1687           0.0715           0.2234           0.1519           0.0521           0.0296          -0.0225           0.0890           0.1871           0.0981           0.1198
   s054             1    5           0.1008           0.1569           0.0561           0.1243           0.0956          -0.0287           0.1198           0.2540           0.1342           0.0786           0.2086           0.1300           0.1042           0.0733          -0.0309           0.0924           0.2218           0.1294           0.0950
   s054             1    6           0.0892           0.1891           0.0999           0.1543           0.0995          -0.0548           0.1543           0.2698           0.1155           0.0739           0.2018           0.1279           0.0942           0.0673          -0.0269           0.0931           0.1445           0.0514           0.0886
   s054             1    7           0.0818           0.1366           0.0548           0.1388           0.0966          -0.0422           0.1172           0.2356           0.1184           0.0839           0.2232           0.1393           0.0971           0.0665          -0.0306           0.0974           0.1232           0.0258           0.1227
   s054             1    8           0.0907           0.2518           0.1611           0.1617           0.1277          -0.0340           0.0987           0.2519           0.1532           0.0818           0.1915           0.1097           0.1030           0.0689          -0.0341           0.1127           0.1557           0.0430           0.1145
   s054             1    9           0.0942           0.1387           0.0445           0.1422           0.0890          -0.0532           0.1250           0.2365           0.1115           0.0849           0.2012           0.1163           0.1085           0.0694          -0.0391           0.1019           0.1517           0.0498           0.1303
   s054             1   10           0.0781           0.2935           0.2154           0.1364           0.1132          -0.0232           0.0811           0.1982           0.1171           0.0847           0.2234           0.1387           0.0716           0.0462          -0.0254           0.1006           0.2087           0.1081           0.1208
   s054             1   11           0.1158           0.1648           0.0490           0.0768           0.1755           0.0987           0.1095           0.2777           0.1682           0.0889           0.4718           0.3829           0.1050           0.0512          -0.0538           0.1174           0.3225           0.2051           0.1295
   s054             1   12           0.1139           0.1120          -0.0019           0.1224           0.1148          -0.0076           0.1061           0.2329           0.1268           0.0878           0.1981           0.1103           0.1019           0.0826          -0.0193           0.0916           0.2168           0.1252           0.1118
   s054             1   13           0.0913           0.1324           0.0411           0.1211           0.1497           0.0286           0.0997           0.2655           0.1658           0.0894           0.1947           0.1053           0.1056           0.0739          -0.0317           0.1014           0.2353           0.1339           0.0995
   s054             1   14           0.1050           0.0780          -0.0270           0.1515           0.1017          -0.0498           0.1440           0.2465           0.1025           0.0813           0.1910           0.1097           0.1180           0.1000          -0.0180           0.0921           0.2305           0.1384           0.0984
   s054             1   15           0.1116           0.0978          -0.0138           0.1506           0.0871          -0.0635           0.1469           0.2621           0.1152           0.0931           0.2081           0.1150           0.0921           0.0710          -0.0211           0.1079           0.2584           0.1505           0.1111
   s054             1   16           0.1132           0.1451           0.0319           0.1741           0.1061          -0.0680           0.1272           0.2458           0.1186           0.0799           0.1765           0.0966           0.1206           0.0997          -0.0209           0.1214           0.2841           0.1627           0.1113
   s054             1   17           0.1024           0.1066           0.0042           0.1309           0.0853          -0.0456           0.1290           0.3070           0.1780           0.0910           0.2661           0.1751           0.1117           0.0784          -0.0333           0.1138           0.2712           0.1574           0.1182
   s054             1   18           0.0971           0.1464           0.0493           0.1594           0.0956          -0.0638           0.1385           0.2516           0.1131           0.0797           0.1992           0.1195           0.0942           0.0712          -0.0230           0.1032           0.2292           0.1260           0.1105
   s054             1   19           0.1010           0.1745           0.0735           0.1287           0.0847          -0.0440           0.1377           0.2569           0.1192           0.0770           0.1812           0.1042           0.0979           0.0707          -0.0272           0.1056           0.1934           0.0878           0.1129
   s054             1   20           0.0525           0.1242           0.0717           0.1546           0.0950          -0.0596           0.1375           0.2395           0.1020           0.0770           0.1923           0.1153           0.1119           0.0868          -0.0251           0.1119           0.2071           0.0952           0.0963
   s054             1   21           0.0889           0.1648           0.0759           0.1696           0.0971          -0.0725           0.1340           0.2460           0.1120           0.0781           0.1844           0.1063           0.1008           0.0773          -0.0235           0.1029           0.2250           0.1221           0.1060
   s054             1   22           0.0950           0.1295           0.0345           0.1941           0.1053          -0.0888           0.1414           0.2548           0.1134           0.0820           0.1862           0.1042           0.1161           0.0836          -0.0325           0.1093           0.2111           0.1018           0.1182
   s054             1   23           0.1002           0.1395           0.0393           0.1862           0.1132          -0.0730           0.1264           0.2377           0.1113           0.0905           0.1968           0.1063           0.0984           0.0662          -0.0322           0.1129           0.1878           0.0749           0.1050
   s054             1   24           0.0981           0.1102           0.0121           0.1496           0.0929          -0.0567           0.1343           0.2355           0.1012           0.0744           0.1820           0.1076           0.1109           0.0900          -0.0209           0.1048           0.2002           0.0954           0.1269
   s054             1   25           0.1026           0.1094           0.0068           0.1438           0.0950          -0.0488           0.1156           0.2421           0.1265           0.0881           0.2208           0.1327           0.0831           0.0657          -0.0174           0.1055           0.2365           0.1310           0.0910
   s054             1   26           0.0992           0.1635           0.0643           0.1309           0.0908          -0.0401           0.1394           0.2612           0.1218           0.0860           0.1868           0.1008           0.1087           0.0794          -0.0293           0.1132           0.2350           0.1218           0.0878
   s054             1   27           0.0950           0.1395           0.0445           0.1470           0.1048          -0.0422           0.1267           0.2488           0.1221           0.0781           0.1752           0.0971           0.1029           0.0857          -0.0172           0.0979           0.2345           0.1366           0.0966
   s054             1   28           0.1026           0.1371           0.0345           0.1301           0.0853          -0.0448           0.1295           0.2634           0.1339           0.0844           0.2005           0.1161           0.1042           0.0778          -0.0264           0.1116           0.2239           0.1123           0.0947
   s054             1   29           0.1008           0.1453           0.0445           0.1382           0.0913          -0.0469           0.1406           0.2468           0.1062           0.0781           0.1921           0.1140           0.0916           0.0810          -0.0106           0.0942           0.2672           0.1730           0.0981
   s054             1   30           0.0828           0.1458           0.0630           0.1454           0.0908          -0.0546           0.1309           0.2445           0.1136           0.0720           0.1796           0.1076           0.0844           0.0902           0.0058           0.0873           0.2450           0.1577           0.0905
   s054             1   31           0.0976           0.1540           0.0564           0.1567           0.1151          -0.0416           0.1140           0.2221           0.1081           0.0810           0.1812           0.1002           0.1172           0.0926          -0.0246           0.1061           0.2163           0.1102           0.1169
   s054             1   32           0.1082           0.1604           0.0522           0.1430           0.0877          -0.0553           0.1509           0.2350           0.0841           0.0995           0.2063           0.1068           0.1035           0.0797          -0.0238           0.1204           0.2214           0.1010           0.1055
   s054             1   33           0.1026           0.1698           0.0672           0.1242           0.1029          -0.0213           0.1169           0.2564           0.1395           0.0860           0.1902           0.1042           0.1063           0.0612          -0.0451           0.1090           0.2305           0.1215           0.1079
   s054             1   34           0.1103           0.1285           0.0182           0.1575           0.0937          -0.0638           0.1285           0.2498           0.1213           0.0813           0.1863           0.1050           0.0942           0.0728          -0.0214           0.0974           0.2166           0.1192           0.0923
   s054             1   35           0.1079           0.1229           0.0150           0.1612           0.0813          -0.0799           0.1327           0.2600           0.1273           0.0810           0.1839           0.1029           0.0887           0.0583          -0.0304           0.1064           0.2490           0.1426           0.0918
   s054             1   36           0.1076           0.1487           0.0411           0.1309           0.0771          -0.0538           0.1130           0.2377           0.1247           0.0807           0.1585           0.0778           0.1251           0.0863          -0.0388           0.1135           0.2287           0.1152           0.1287
   s054             1   37           0.0950           0.1435           0.0485           0.1504           0.0834          -0.0670           0.1246           0.2335           0.1089           0.0847           0.1878           0.1031           0.1092           0.0773          -0.0319           0.1253           0.2081           0.0828           0.1234
   s054             1   38           0.1021           0.1076           0.0055           0.1398           0.0916          -0.0482           0.1303           0.2410           0.1107           0.0823           0.1889           0.1066           0.1156           0.1008          -0.0148           0.1084           0.2012           0.0928           0.1192
   s054             1   39           0.1095           0.1248           0.0153           0.1625           0.0874          -0.0751           0.1314           0.2616           0.1302           0.0842           0.1997           0.1155           0.1166           0.0931          -0.0235           0.0961           0.2050           0.1089           0.1047
   s054             1   40           0.1026           0.1429           0.0403           0.1456           0.0847          -0.0609           0.1441           0.2575           0.1134           0.0776           0.1947           0.1171           0.1045           0.0897          -0.0148           0.1135           0.2139           0.1004           0.1250
   s054             1   41           0.0863           0.1538           0.0675           0.1491           0.0869          -0.0622           0.1272           0.2532           0.1260           0.0726           0.1842           0.1116           0.1134           0.0960          -0.0174           0.0973           0.1772           0.0799           0.1179
   s054             1   42           0.0958           0.1269           0.0311           0.1517           0.0929          -0.0588           0.1383           0.2525           0.1142           0.0762           0.1812           0.1050           0.1264           0.1079          -0.0185           0.0953           0.1965           0.1012           0.1071
   s054             1   43           0.0826           0.1224           0.0398           0.1457           0.0956          -0.0501           0.1122           0.2474           0.1352           0.0842           0.2029           0.1187           0.1184           0.0952          -0.0232           0.1147           0.1758           0.0611           0.1324
   s054             1   44           0.1087           0.0954          -0.0133           0.1448           0.0924          -0.0524           0.1253           0.2173           0.0920           0.0900           0.1966           0.1066           0.1193           0.0963          -0.0230           0.1101           0.2190           0.1089           0.1134
   s054             1   45           0.1000           0.1089           0.0089           0.1886           0.0837          -0.1049           0.1477           0.2777           0.1300           0.1058           0.2205           0.1147           0.1135           0.0686          -0.0449           0.1045           0.1791           0.0746           0.1229
   s054             1   46           0.1227           0.1181          -0.0046           0.1452           0.0909          -0.0543           0.1356           0.2381           0.1025           0.0802           0.1955           0.1153           0.1185           0.0958          -0.0227           0.0834           0.2084           0.1250           0.1129
   s054             1   47           0.1161           0.1200           0.0039           0.1454           0.0879          -0.0575           0.1291           0.2509           0.1218           0.0900           0.1739           0.0839           0.1127           0.0926          -0.0201           0.0969           0.2105           0.1136           0.1343
   s054             1   48           0.0966           0.1269           0.0303           0.1670           0.0795          -0.0875           0.1406           0.2608           0.1202           0.0852           0.1881           0.1029           0.0873           0.0728          -0.0145           0.1182           0.2078           0.0896           0.1034
   s054             1   49           0.1166           0.1379           0.0213           0.1562           0.0964          -0.0598           0.1232           0.2360           0.1128           0.0797           0.1871           0.1074           0.0913           0.0839          -0.0074           0.0987           0.1617           0.0630           0.1282
   s054             1   50           0.1024           0.1219           0.0195           0.1482           0.0826          -0.0656           0.1203           0.2321           0.1118           0.0847           0.1813           0.0966           0.1034           0.0799          -0.0235           0.0887           0.2134           0.1247           0.1024
   s054             2    1           0.1477           0.0912          -0.0565           0.1000           0.8994           0.7994           0.1369           0.2990           0.1621           0.0847           0.2029           0.1182           0.0935           0.0660          -0.0275           0.0977           0.5185           0.4208           0.0707
   s054             2    2           0.0852           0.2829           0.1977           0.0950           0.2523           0.1573           0.1385           0.8803           0.7418           0.0871           0.2316           0.1445           0.1256           0.0744          -0.0512           0.0947           0.2518           0.1571           0.1045
   s054             2    3           0.0823           0.3178           0.2355           0.1625           0.2087           0.0462           0.1522           0.5833           0.4311           0.0923           0.2136           0.1213           0.1250           0.0857          -0.0393           0.0952           0.4459           0.3507           0.1045
   s054             2    4           0.0915           0.6223           0.5308           0.1319           0.0813          -0.0506           0.1182           0.2411           0.1229           0.0805           0.1712           0.0907           0.1023           0.0733          -0.0290           0.0934           0.2197           0.1263           0.0868
   s054             2    5           0.0744           0.1522           0.0778           0.1272           0.0763          -0.0509           0.1496           0.2930           0.1434           0.0926           0.2087           0.1161           0.1045           0.0744          -0.0301           0.0942           0.2437           0.1495           0.0878
   s054             2    6           0.0952           0.1608           0.0656           0.1406           0.0882          -0.0524           0.1398           0.2877           0.1479           0.0900           0.2053           0.1153           0.1119           0.0807          -0.0312           0.1040           0.2435           0.1395           0.0907
   s054             2    7           0.0757           0.1463           0.0706           0.1329           0.1699           0.0370           0.0335           0.1643           0.1308           0.0968           0.2187           0.1219           0.1206           0.0855          -0.0351           0.0971           0.2629           0.1658           0.0968
   s054             2    8           0.0915           0.1782           0.0867           0.1454           0.1080          -0.0374           0.1467           0.3582           0.2115           0.0762           0.2271           0.1509           0.1341           0.0979          -0.0362           0.1114           0.4394           0.3280           0.0931
   s054             2    9           0.0942           0.1110           0.0168           0.1259           0.0695          -0.0564           0.1161           0.2477           0.1316           0.0897           0.2390           0.1493           0.1140           0.0802          -0.0338           0.1045           0.2558           0.1513           0.0921
   s054             2   10           0.0715           0.1382           0.0667           0.1683           0.0945          -0.0738           0.1382           0.3122           0.1740           0.0921           0.2163           0.1242           0.1130           0.0784          -0.0346           0.1000           0.2545           0.1545           0.0720
   s054             2   11           0.0921           0.1506           0.0585           0.1412           0.0687          -0.0725           0.1354           0.3176           0.1822           0.0799           0.1981           0.1182           0.0894           0.0728          -0.0166           0.1052           0.2502           0.1450           0.0620
   s054             2   12           0.0778           0.1524           0.0746           0.1235           0.0742          -0.0493           0.1238           0.2759           0.1521           0.0739           0.1963           0.1224           0.1008           0.0810          -0.0198           0.0808           0.2424           0.1616           0.0857
   s054             2   13           0.0865           0.1455           0.0590           0.1878           0.0966          -0.0912           0.1264           0.2875           0.1611           0.0781           0.2031           0.1250           0.0908           0.0639          -0.0269           0.0981           0.2671           0.1690           0.0617
   s054             2   14           0.0776           0.1382           0.0606           0.1227           0.0797          -0.0430           0.0874           0.2261           0.1387           0.0762           0.1875           0.1113           0.1098           0.0789          -0.0309           0.1119           0.2094           0.0975           0.0889
   s054             2   15           0.0791           0.1400           0.0609           0.1635           0.0813          -0.0822           0.1466           0.2673           0.1207           0.0886           0.2028           0.1142           0.1042           0.0707          -0.0335           0.1103           0.2732           0.1629           0.0878
   s054             2   16           0.0915           0.1413           0.0498           0.1514           0.0953          -0.0561           0.1166           0.2611           0.1445           0.0802           0.2100           0.1298           0.1066           0.0873          -0.0193           0.1077           0.2511           0.1434           0.0828
   s054             2   17           0.0826           0.1332           0.0506           0.1847           0.1080          -0.0767           0.1177           0.2543           0.1366           0.0739           0.1979           0.1240           0.1132           0.0778          -0.0354           0.1153           0.2527           0.1374           0.0633
   s054             2   18           0.0849           0.1516           0.0667           0.1818           0.0990          -0.0828           0.1356           0.2777           0.1421           0.0810           0.2058           0.1248           0.0979           0.0694          -0.0285           0.0984           0.2413           0.1429           0.0818
   s054             2   19           0.0607           0.1614           0.1007           0.1564           0.0942          -0.0622           0.1298           0.2608           0.1310           0.0731           0.1929           0.1198           0.1164           0.0876          -0.0288           0.1050           0.2616           0.1566           0.0652
   s054             2   20           0.0760           0.1770           0.1010           0.1738           0.1103          -0.0635           0.1221           0.2782           0.1561           0.0744           0.2039           0.1295           0.0865           0.0762          -0.0103           0.0871           0.2266           0.1395           0.0936
   s054             2   21           0.0902           0.1577           0.0675           0.1370           0.0724          -0.0646           0.1219           0.2577           0.1358           0.0770           0.2020           0.1250           0.0953           0.0736          -0.0217           0.1032           0.2450           0.1418           0.0868
   s054             2   22           0.0665           0.1738           0.1073           0.2413           0.1335          -0.1078           0.1377           0.2917           0.1540           0.0868           0.2002           0.1134           0.0984           0.0720          -0.0264           0.0995           0.2661           0.1666           0.0834
   s054             2   23           0.0910           0.1440           0.0530           0.1404           0.0919          -0.0485           0.1185           0.2712           0.1527           0.1000           0.2192           0.1192           0.1039           0.0778          -0.0261           0.1029           0.2521           0.1492           0.1100
   s054             2   24           0.0950           0.1567           0.0617           0.1148           0.0832          -0.0316           0.1079           0.2627           0.1548           0.0797           0.1995           0.1198           0.1132           0.0747          -0.0385           0.1153           0.2674           0.1521           0.1089
   s054             2   25           0.0757           0.2059           0.1302           0.1575           0.0942          -0.0633           0.1256           0.2846           0.1590           0.0726           0.1971           0.1245           0.1084           0.0683          -0.0401           0.1092           0.2571           0.1479           0.0813
   s054             2   26           0.0860           0.1801           0.0941           0.1664           0.1029          -0.0635           0.1398           0.2719           0.1321           0.0863           0.2100           0.1237           0.1010           0.0733          -0.0277           0.1087           0.2569           0.1482           0.0844
   s054             2   27           0.0762           0.1761           0.0999           0.1477           0.1016          -0.0461           0.1132           0.2764           0.1632           0.0789           0.2134           0.1345           0.1118           0.0857          -0.0261           0.1060           0.2637           0.1577           0.0770
   s054             2   28           0.0697           0.1902           0.1205           0.1404           0.0927          -0.0477           0.1232           0.2690           0.1458           0.0820           0.2049           0.1229           0.1009           0.0755          -0.0254           0.0861           0.2580           0.1719           0.0818
   s054             2   29           0.0749           0.1898           0.1149           0.1383           0.1006          -0.0377           0.1217           0.2775           0.1558           0.0646           0.2039           0.1393           0.0969           0.0810          -0.0159           0.0987           0.2540           0.1553           0.0813
   s054             2   30           0.0631           0.1802           0.1171           0.1383           0.0990          -0.0393           0.1130           0.2527           0.1397           0.0776           0.2010           0.1234           0.0924           0.0755          -0.0169           0.1058           0.2400           0.1342           0.0781
   s054             2   31           0.0683           0.1774           0.1091           0.1514           0.1045          -0.0469           0.1129           0.2458           0.1329           0.0849           0.2049           0.1200           0.0963           0.0752          -0.0211           0.1063           0.2328           0.1265           0.0839
   s054             2   32           0.0704           0.1437           0.0733           0.1266           0.0884          -0.0382           0.1348           0.2661           0.1313           0.0926           0.1989           0.1063           0.1338           0.0744          -0.0594           0.1198           0.2922           0.1724           0.0686
   s054             2   33           0.0715           0.1709           0.0994           0.1646           0.0958          -0.0688           0.1419           0.2861           0.1442           0.0849           0.1960           0.1111           0.1335           0.0907          -0.0428           0.1154           0.2609           0.1455           0.0842
   s054             2   34           0.0852           0.1796           0.0944           0.1765           0.0995          -0.0770           0.1372           0.2722           0.1350           0.0894           0.1983           0.1089           0.1343           0.1021          -0.0322           0.1053           0.2582           0.1529           0.0942
   s054             2   35           0.0704           0.1988           0.1284           0.1403           0.0826          -0.0577           0.1190           0.2764           0.1574           0.0839           0.2005           0.1166           0.1140           0.0923          -0.0217           0.1127           0.2479           0.1352           0.0765
   s054             2   36           0.0699           0.1943           0.1244           0.1438           0.0874          -0.0564           0.1143           0.2656           0.1513           0.0881           0.2147           0.1266           0.0945           0.0889          -0.0056           0.1037           0.2492           0.1455           0.0836
   s054             2   37           0.0744           0.1408           0.0664           0.1509           0.0858          -0.0651           0.1227           0.2796           0.1569           0.0752           0.1731           0.0979           0.1174           0.0857          -0.0317           0.0971           0.2458           0.1487           0.0794
